OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,GarageArea,FullBath,BsmtQual,GarageFinish,YearBuilt,TotalBsmtSF,YearRemodAdd,1stFlrSF,Foundation_PConc,FireplaceQu,GarageYrBlt,TotRmsAbvGrd,Fireplaces,HeatingQC,GarageType_Attchd,SalePrice
0.7929703915883676,0.4904155426588041,1.2183517746369543,0.8538708353481008,0.391543056888647,0.4367312431326611,0.8558496252235976,0.6637464847505796,0.371150199318479,1.097353848615091,-0.4135645847409413,0.9170907979538452,-0.7733892922783743,True,-0.9702091220073916,1.0627342592049562,1.02529464351083,-0.923517836452693,0.9208725150738004,True,208500
0.0128258220861691,-0.442178241016092,-0.662966252644612,-0.7410094031725842,0.391543056888647,0.0057931200348213,0.8558496252235976,0.6637464847505796,0.371150199318479,0.1973159165410517,0.5842571460126056,-0.3901762955632839,0.3632590314682632,False,0.7089528099781846,-0.0673445982059103,-0.2698631048157176,0.6598172777597059,0.9208725150738004,True,181500
0.7929703915883676,0.6486234166750812,1.2183517746369543,0.8538708353481008,0.391543056888647,0.7305526906993701,0.8558496252235976,0.6637464847505796,0.371150199318479,1.0306843721651624,-0.2562724892526974,0.8686734981939515,-0.5942132018355546,True,0.7089528099781846,0.9790247142115588,-0.2698631048157176,0.6598172777597059,0.9208725150738004,True,223500
0.7929703915883676,0.5049873205287244,-0.662966252644612,0.8538708353481008,1.778299352046159,0.8970515109871718,-1.006255546919191,-0.5131626814928435,-0.7650404546127074,-1.8361031151817784,-0.6593334839413223,-0.680680094122646,-0.4794285188956231,False,1.2686734539733768,0.8534603967214625,0.3777157693475563,0.6598172777597059,-0.1172424314114909,False,140000
1.573114961090566,1.5062766284475304,1.2183517746369543,0.8538708353481008,1.778299352046159,1.847074191452864,0.8558496252235976,0.6637464847505796,0.371150199318479,0.9973496339401978,0.2967075339481598,0.7718388986741641,0.0357027411274835,True,0.7089528099781846,0.93716994171486,1.672873517674104,0.6598172777597059,0.9208725150738004,True,250000
-0.7673187474160292,-0.234009985731517,-0.662966252644612,-0.7410094031725842,0.391543056888647,0.1037336025570577,-1.006255546919191,0.6637464847505796,-0.7650404546127074,0.7640064663654469,-0.5610259242611699,0.5297523998746957,-0.9413668770685176,False,-0.9702091220073916,0.6441865342379687,-0.9174419789789916,-0.923517836452693,0.9208725150738004,True,143000
1.573114961090566,0.4571086218132721,1.2183517746369543,0.8538708353481008,0.391543056888647,0.867669366230501,0.8558496252235976,1.8406556509940029,0.371150199318479,1.1306885868400556,1.626317278622221,1.0139253974736324,1.5726976419572962,True,1.2686734539733768,1.1045890317016551,0.3777157693475563,0.6598172777597059,0.9208725150738004,True,307000
0.7929703915883676,1.2814549127401893,-0.662966252644612,-0.7410094031725842,0.391543056888647,0.1233216990615049,0.8558496252235976,0.6637464847505796,0.371150199318479,0.0973117018661584,0.203315352252015,-0.5354281948429649,-0.0706830625729407,False,0.7089528099781846,-0.1929089156960066,0.3777157693475563,2.243152391972105,0.9208725150738004,True,200000
0.7929703915883676,0.6236432260409321,-0.662966252644612,-0.7410094031725842,0.391543056888647,0.0449693130437159,0.8558496252235976,-0.5131626814928435,-0.7650404546127074,-1.3027473035823474,-0.1776264415085755,-1.6490260893205193,-0.3086513076923106,False,0.7089528099781846,-1.9508093605573549,1.02529464351083,2.243152391972105,-0.1172424314114909,False,129900
-0.7673187474160292,-0.8272895132925558,-0.662966252644612,-0.7410094031725842,-0.9952132382688648,-1.2429480321236914,-1.006255546919191,-0.5131626814928435,0.371150199318479,-1.036069397782632,-0.0817765708204269,-1.6490260893205193,-0.1546718549680124,False,0.7089528099781846,-1.6159711805837649,-0.9174419789789916,2.243152391972105,0.9208725150738004,True,118000
-0.7673187474160292,-0.9043117677478488,-0.662966252644612,-0.7410094031725842,-0.9952132382688648,-0.3663807135496765,-1.006255546919191,-0.5131626814928435,-0.7650404546127074,-0.1693662039335569,0.0386501897877597,-0.9227665929221144,-0.2582580322552676,False,-0.9702091220073916,-0.5277470956695968,-0.9174419789789916,-0.923517836452693,0.9208725150738004,False,129500
